pais;entidad_estatal;referencia;descripcion;fase_actual;fecha_publicacion;fecha_presentacion_ofertas;url_detalle
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0313;Contrato de Suministro;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:55:53 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697956
COLOMBIA;Rama Judicial – Dirección Seccional de Administración Judicial de Tunja;DESAJTU-MC-028 DE 2026;INTERVENTORIA RAMIRIQUI;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:52:54 PM(UTC-05:00) Bogotá, Lima, Quito);2 días para terminar (20/08/2026 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697752
COLOMBIA;Rama Judicial – Dirección Seccional de Administración Judicial de Tunja;DESAJTU-MC-027 DE 2026;INTERVENTORIA PALACIO STA ROSA VITERBO;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:52:25 PM(UTC-05:00) Bogotá, Lima, Quito);2 días para terminar (20/08/2026 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697937
COLOMBIA;Rama Judicial – Dirección Seccional de Administración Judicial de Tunja;DESAJTU-MC-029 DE 2026;INTERVENTORÍA OBRA TRIBUNAL SANTA ROSA VITERBO;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:51:46 PM(UTC-05:00) Bogotá, Lima, Quito);2 días para terminar (20/08/2026 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697749
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0320;2026-0320;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:50:43 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697746
COLOMBIA;MUNICIPIO DE PLANETA RICA CORDOBA;CMA-SIP-004-2026 (Presentación de oferta);INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y JURIDICA AL CONTRATO DE CONCESIÓN No 022-DA-2001 POR MEDIO DEL CUAL SE PRESTA INTEGRALMENTE EL SERVICIO DE ALUMBRADO PUBLICO EN EL MUNICIPIO DE PLAN;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:25:32 PM(UTC-05:00) Bogotá, Lima, Quito);23 horas para terminar (19/08/2026 8:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697503
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0319.;2026-0319.;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:20:02 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697175
COLOMBIA;FOMCOLOMBIA;INT-CD-001-2026;INTERVENTORIA TECNICA, ADMINISTRATIVA Y FINANCIERA AL PROYECTO DENOMINADO CONSTRUCCIÓN DE ESTUFAS ECOEFICIENTES LIBRES DE HUMO EN LA ZONA RURAL DISPERSA DEL MUNICIPIO DE CHARALÁ, SANTANDER;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:16:31 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697254
COLOMBIA;INSTITUCION UNIVERSITARIA DE SANTA MARTA;USM-MC-010-2026;USM-MC-010-2026;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:06:16 PM(UTC-05:00) Bogotá, Lima, Quito);15 horas para terminar (18/08/2026 11:59:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697223
COLOMBIA;EMPRESA NACIONAL ESTATAL DE DESARROLLO TERRITORIAL S.A.S.;INT-SMC-020-2026;INTERVENTORIA INTEGRAL AL PROYECTO DENOMINADO CONSTRUCCIÓN DE UNIDADES SANITARIAS CON SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL SECTOR RURAL DEL MUNICIPIO DE MERCADERES, CAUCA;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 3:51:53 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10696778
COLOMBIA;PATRIMONIO AUTÓNOMO FONDO NACIONAL DEL TURISMO FONTUR;FNTIA-027-2026;CONTRATACION INTERVENTORIA SAN CIPRIANO;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 3:36:42 PM(UTC-05:00) Bogotá, Lima, Quito);16 días para terminar (3/09/2026 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10696659
COLOMBIA;FONCOLOMBIA, FONDO MIXTO PARA EL DESARROLLO INTEGRAL Y LA GESTION SOCIAL DE COLOMBIA;INT-SMC-023-2026;INTERVENTORÍA TECNICA, ADMINISTRATIVA Y FINANCIERA PARA EL PROYECTO DENOMINADO CONSTRUCCIÓN DE DOS AULAS PARA LA SEDE LA CAPILLA DEL CENTRO EDUCATIVO RURAL AGUA BLANCA BUCARASICA;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 2:38:55 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10695945
COLOMBIA;UNIDAD CENTRAL DEL VALLE DEL CAUCA;CD-080-2026;PRESTACION DE SERVICIOS PROFESIONALES;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 1:12:31 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10695701
COLOMBIA;MUNICIPIO DE YUMBO VALLE;140.18.11.037-2026;APOYO FOMENTAR LOS PROCESOS DE TRANSPARENCIA Y ACCESO A LA INFORMACION PUBLICA ESTADO ABIERTO A TODA LA COMUNIDAD YUMBO CLASIFICACIÓN DE BIENES Y SERVICIOS;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 11:48:58 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10694828
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0319;Prestacion de Servicios Logisticos;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 10:50:46 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10693875
COLOMBIA;MUNICIPIO DE TIBASOSA;PC-MT-SA-M-013-2026;SERVICIO TÉCNCO Y DE ACOMAÑAMIENTO PARA CONVALIDACIÓN TABLAS DE RETENCIÓN DOCUMENTAL TIBASOSA;Presentación de observaciones;5 días de tiempo transcurrido (12/08/2026 10:31:01 AM(UTC-05:00) Bogotá, Lima, Quito);10 días para terminar (28/08/2026 11:30:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10693752
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0318;CONTRATO DE SUMINISTRO;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 10:08:01 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10693297
COLOMBIA;ESE HOSPITAL PSIQUIÁTRICO SAN CAMILO;368-2026;PRESTAR SERVICIO PROFESIONAL ESPECIALIZADO EN EL PROCESO DE GESTIÓN INTEGRAL;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 9:30:26 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10693057
COLOMBIA;ALCALDIA MUNICIPAL DE SUESCA +;INV-PUB- MC-031-2026;"CONTRATAR LA INTERVENTORIA INTEGRAL PARA LA EJECUCIÓN DE LAS OBRAS CORRESPONDIENTES AL PROYECTO DENOMINADO ""PRIMEROS AUXILIOS PALACIO MUNICIPAL - SEDE ALCALDÍA DE SUESCA.";Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 8:46:51 AM(UTC-05:00) Bogotá, Lima, Quito);3 días de tiempo transcurrido (14/08/2026 3:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10692490
COLOMBIA;ALCALDIA MUNICIPAL DE TURBACO BOLIVAR;SAMC-009-2026;"DESARROLLO DE CAMPAÑAS DE SEGURIDAD VIAL ""CONSTRUYENDO UN FUTURO SIN SINIESTROS VIALES: ESTRATEGIA INTEGRAL DE PREVENCIÓN, EDUCACIÓN Y CONVIVENCIA VIAL"" EN TURBACO";Presentación de observaciones;6 días de tiempo transcurrido (11/08/2026 11:43:40 PM(UTC-05:00) Bogotá, Lima, Quito);9 días para terminar (28/08/2026 8:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10691977
COLOMBIA;UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS DE BOGOTA;UAECOB-CMA-003-2026;INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA, CONTABLE, JURIDICA, AMBIENTAL Y DE SEGURIDAD Y SALUD EN EL TRABAJO PARA REALIZAR LA ADECUACION Y MEJORAMIENTO DE LAS INSTALACIONES DE LA UNIDAD ADMIN;Presentación de observaciones;6 días de tiempo transcurrido (11/08/2026 10:56:02 PM(UTC-05:00) Bogotá, Lima, Quito);20 días para terminar (7/09/2026 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10691593
COLOMBIA;MUNICIPIO DE PAIPA;CMA MP 003 2026 (Presentación de oferta);INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL AL CONTRATO CUYO OBJETO ES MEJORAMIENTO VIAL DE LA CALLE 26 EN LOS TRAMOS COMPRENDIDOS ENTRE LAS CARRERAS 17 Y 18 Y LAS CARRERAS 19 Y 23 D;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 9:50:19 PM(UTC-05:00) Bogotá, Lima, Quito);1 día para terminar (19/08/2026 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10691749
COLOMBIA;ALCALDÍA MUNICIPAL COTA;RFI-095-2026;PRESTACIÓN DE SERVICIOS PARA LA ATENCIÓN A CASOS FOCALES MEDIANTE TERAPIA FAMILIAR EN BENEFICIO DE LA COMUNIDAD EDUCATIVA DE LA SECRETARÍA DE EDUCACIÓN DEL MUNICIPIO DE COTA.;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 9:27:04 PM(UTC-05:00) Bogotá, Lima, Quito);3 días de tiempo transcurrido (14/08/2026 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10691814
COLOMBIA;MUNICIPIO DE VILLA DE LEYVA//;CPS-AMVL-151-2026;PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO ABOGADO PARA LA ASESORIA JURÍDICA EN LOS TRÁMITES DE LICENCIAS URBANISTICAS, SOLICITUDES Y REQUERIMIENTOS DE LOS ENTES DE CONTROL E INSTANCIAS;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 7:35:07 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10691326
COLOMBIA;GOBERNACIÓN DE BOYACÁ;CM-GB-012-2026 (Presentación de oferta);INTERVENTORIA TÉCNICA, ADMINISTRATIVA, FINANCIERA, JURIDICA, CONTABLE Y AMBIENTAL AL CONTRATO DE OBRA CUYO OBJETO ES MEJORAMIENTO DE LA VÍA CRUCE RUTA 6209 - EL LLANO DE SOTAQUIRÁ EN EL DEPARTAMENTO D;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 5:57:39 PM(UTC-05:00) Bogotá, Lima, Quito);16 minutos para terminar (18/08/2026 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10690166
COLOMBIA;GOBERNACIÓN DE BOYACÁ;CM-GB-011-2026 (Presentación de oferta);INTERVENTORIA TÉCNICA, ADMINISTRATIVA, FINANCIERA, JURIDICA, CONTABLE Y AMBIENTAL AL CONTRATO DE OBRA CUYO OBJETO ES MEJORAMIENTO DE VIA SECUNDARIA ENTRE LOS MUNICIPIOS DE CHIVATA Y TOCA EN EL DEPARTA;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 5:55:20 PM(UTC-05:00) Bogotá, Lima, Quito);16 minutos para terminar (18/08/2026 9:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10690156
COLOMBIA;DIRECCION EJECUTIVA SECCIONAL RIOHACHA;MC-DR-06-2026;INTERVENTORÍA MANTENIMIENTO RIOHACHA 2026;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 5:52:20 PM(UTC-05:00) Bogotá, Lima, Quito);1 día para terminar (19/08/2026 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10690424
COLOMBIA;ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS;CD-SHD-CONVASO-003-2026;CORPORACIÓN CENTRO CULTURAL COLOMBO AMERICANO DE CARTAGENA;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 5:39:24 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10690120
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0532026;Acuerdo Evaluador;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 5:05:06 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10689624
COLOMBIA;MUNICIPIO DE BELEN.;MB-LP-001-2026;CONCESIÓN PLANTA DE BENEFICIO ANIMAL;Presentación de observaciones;6 días de tiempo transcurrido (11/08/2026 5:03:24 PM(UTC-05:00) Bogotá, Lima, Quito);16 días para terminar (3/09/2026 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10689558
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0522026;Acuerdo Evaluador;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:54:14 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10689427
COLOMBIA;MUNICIPIO DE FRONTINO;CI-008 DE 2026;CONSTRUCCION 20 VIVIENDAS NUEVAS;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:45:40 PM(UTC-05:00) Bogotá, Lima, Quito);6 días de tiempo transcurrido (11/08/2026 5:30:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10689501
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0512026;Acuerdo Evaluador;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:43:04 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10688898
COLOMBIA;Gobernación Norte de Santander*;CM-SAPSB-03102-2026 (Presentación de oferta);CONSULTORÍA PARA LA ACTUALIZACIÓN DEL CONOCIMIENTO DEL RIESGO DE DESASTRES EN EL SECTOR DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE LOS MUNICIPIOS DE: BOCHALEMA, CÁCOTA, LABATECA, PUERTO SANTANDER, SALAZA;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:33:37 PM(UTC-05:00) Bogotá, Lima, Quito);3 días de tiempo transcurrido (14/08/2026 5:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10688797
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0502026;Acuerdo Evaluador;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:32:05 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10689052
COLOMBIA;EMPRESA DE DESARROLLO URBANO DE MEDELLIN;OE 123 DE 2026;INTERVENTORIA INTEGRAL PARA LOS ESTUDIOS Y DISEÑOS TECNICOS COMPLEMENTARIOS PARAESCUELAS INTELIGENTES EN EL DISTRITO ESPECIAL DE CIENCIA, TECNOLOGIA E INNOVACIÓN DEMEDELLIN;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:14:34 PM(UTC-05:00) Bogotá, Lima, Quito);3 horas para terminar (18/08/2026 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10688720
COLOMBIA;FONCOLOMBIA, FONDO MIXTO PARA EL DESARROLLO INTEGRAL Y LA GESTION SOCIAL DE COLOMBIA;INT-SMC-VUP-008-2026;INTERVENTORÍA TECNICA, ADMINISTRATIVA Y FINANCIERA PARA EL PROYECTO DENOMINADO FORTALECIMIENTO DE LA PRODUCCIÓN ACUÍCOLA COMO ESTRATEGIA DE INGRESOS EN LAS COMUNIDADES INDÍGENAS DE TAMAQUIT0;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:12:03 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10688496
COLOMBIA;EMPRESA DE DESARROLLO URBANO DE MEDELLIN;OE 122 DE 2026;ELABORACIÓN DE ESTUDIOS Y DISEÑOS TÉCNICOS PARA LAS DIFERENTES SEDES JUDICIALESPROPIAS A CARGO DE LA DIRECCIÓN SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE MEDELLÍN;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 4:11:25 PM(UTC-05:00) Bogotá, Lima, Quito);3 horas para terminar (18/08/2026 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10688536
COLOMBIA;CAJA DE LA VIVIENDA POPULAR//;CVP-874-2026;DIANA MARCELA CORREA ACERO;Presentación de oferta;6 días de tiempo transcurrido (11/08/2026 3:13:05 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10687724
